loan_size,interest_rate,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
11500.0,8.03,56200,0.466192170818505,5,1,26200,0
10300.0,7.502,51200,0.4140625,4,1,21200,0
7500.0,6.297,39900,0.24812030075188,2,0,9900,0
10300.0,7.521,51400,0.416342412451362,4,1,21400,0
9800.0,7.308,49400,0.392712550607287,4,0,19400,0
10100.0,7.43,50500,0.405940594059406,4,1,20500,0
8700.0,6.803,44600,0.327354260089686,3,0,14600,0
8800.0,6.862,45200,0.336283185840708,3,0,15200,0
7600.0,6.369,40500,0.259259259259259,2,0,10500,0
11000.0,7.803,54000,0.444444444444444,5,1,24000,0
10900.0,7.746,53500,0.439252336448598,5,1,23500,0
8300.0,6.652,43200,0.305555555555556,2,0,13200,0
9300.0,7.092,47300,0.365750528541226,3,0,17300,0
9900.0,7.336,49600,0.395161290322581,4,0,19600,0
9500.0,7.155,47900,0.373695198329854,4,0,17900,0
8300.0,6.64,43100,0.303944315545244,2,0,13100,0
9600.0,7.211,48500,0.381443298969072,4,0,18500,0
7800.0,6.435,41200,0.271844660194175,2,0,11200,0
8400.0,6.683,43500,0.310344827586207,3,0,13500,0
9000.0,6.969,46200,0.350649350649351,3,0,16200,0
9800.0,7.308,49400,0.392712550607287,4,0,19400,0
12200.0,8.303,58700,0.488926746166951,6,1,28700,0
9000.0,6.935,45900,0.34640522875817,3,0,15900,0
10200.0,7.446,50700,0.408284023668639,4,1,20700,0
10500.0,7.604,52200,0.425287356321839,4,1,22200,0
11300.0,7.917,55100,0.455535390199637,5,1,25100,0
7300.0,6.233,39300,0.236641221374046,2,0,9300,0
10100.0,7.429,50500,0.405940594059406,4,1,20500,0
9700.0,7.238,48700,0.383983572895277,4,0,18700,0
8600.0,6.762,44200,0.321266968325792,3,0,14200,0
9800.0,7.273,49000,0.387755102040816,4,0,19000,0
9500.0,7.167,48000,0.375,4,0,18000,0
9300.0,7.083,47300,0.365750528541226,3,0,17300,0
11600.0,8.061,56500,0.469026548672566,5,1,26500,0
8100.0,6.561,42300,0.290780141843972,2,0,12300,0
7500.0,6.33,40200,0.253731343283582,2,0,10200,0
10300.0,7.497,51100,0.412915851272016,4,1,21100,0
7300.0,6.231,39200,0.23469387755102,2,0,9200,0
9600.0,7.224,48600,0.382716049382716,4,0,18600,0
8000.0,6.518,41900,0.28400954653938,2,0,11900,0
11100.0,7.83,54300,0.447513812154696,5,1,24300,0
11200.0,7.898,54900,0.453551912568306,5,1,24900,0
9600.0,7.209,48400,0.380165289256198,4,0,18400,0
8600.0,6.797,44600,0.327354260089686,3,0,14600,0
10900.0,7.774,53800,0.442379182156134,5,1,23800,0
9800.0,7.295,49300,0.391480730223124,4,0,19300,0
8700.0,6.825,44800,0.330357142857143,3,0,14800,0
9000.0,6.939,45900,0.34640522875817,3,0,15900,0
8700.0,6.824,44800,0.330357142857143,3,0,14800,0
9800.0,7.284,49100,0.389002036659878,4,0,19100,0
9100.0,7.01,46600,0.356223175965665,3,0,16600,0
9400.0,7.139,47800,0.372384937238494,3,0,17800,0
10600.0,7.63,52400,0.427480916030534,5,1,22400,0
8100.0,6.557,42300,0.290780141843972,2,0,12300,0
7800.0,6.457,41400,0.27536231884058,2,0,11400,0
11800.0,8.12,57000,0.473684210526316,6,1,27000,0
8400.0,6.713,43800,0.315068493150685,3,0,13800,0
9000.0,6.96,46100,0.349240780911063,3,0,16100,0
9800.0,7.281,49100,0.389002036659878,4,0,19100,0
9500.0,7.147,47900,0.373695198329854,4,0,17900,0
11600.0,8.037,56200,0.466192170818505,5,1,26200,0
9400.0,7.128,47700,0.371069182389937,3,0,17700,0
8400.0,6.7,43600,0.311926605504587,3,0,13600,0
11100.0,7.838,54400,0.448529411764706,5,1,24400,0
11400.0,7.971,55600,0.460431654676259,5,1,25600,0
9400.0,7.113,47500,0.368421052631579,3,0,17500,0
8700.0,6.843,45000,0.333333333333333,3,0,15000,0
12800.0,8.559,61100,0.509001636661211,7,1,31100,0
9000.0,6.954,46000,0.347826086956522,3,0,16000,0
10200.0,7.45,50700,0.408284023668639,4,1,20700,0
9700.0,7.256,48900,0.386503067484663,4,0,18900,0
10200.0,7.456,50800,0.409448818897638,4,1,20800,0
9700.0,7.241,48700,0.383983572895277,4,0,18700,0
10500.0,7.583,52000,0.423076923076923,4,1,22000,0
8600.0,6.766,44300,0.322799097065463,3,0,14300,0
8900.0,6.924,45800,0.344978165938865,3,0,15800,0
10800.0,7.707,53100,0.435028248587571,5,1,23100,0
11100.0,7.833,54300,0.447513812154696,5,1,24300,0
7500.0,6.296,39800,0.246231155778895,2,0,9800,0
8400.0,6.712,43800,0.315068493150685,3,0,13800,0
9300.0,7.083,47200,0.364406779661017,3,0,17200,0
8600.0,6.782,44400,0.324324324324324,3,0,14400,0
9900.0,7.349,49800,0.397590361445783,4,0,19800,0
9400.0,7.132,47700,0.371069182389937,3,0,17700,0
10200.0,7.47,50900,0.410609037328094,4,1,20900,0
8400.0,6.694,43600,0.311926605504587,3,0,13600,0
9800.0,7.295,49300,0.391480730223124,4,0,19300,0
11600.0,8.058,56400,0.468085106382979,5,1,26400,0
9700.0,7.244,48800,0.385245901639344,4,0,18800,0
9600.0,7.218,48500,0.381443298969072,4,0,18500,0
9700.0,7.251,48800,0.385245901639344,4,0,18800,0
10900.0,7.751,53500,0.439252336448598,5,1,23500,0
9000.0,6.965,46100,0.349240780911063,3,0,16100,0
10600.0,7.631,52400,0.427480916030534,5,1,22400,0
8800.0,6.879,45300,0.337748344370861,3,0,15300,0
10700.0,7.678,52900,0.43289224952741,5,1,22900,0
11300.0,7.934,55300,0.45750452079566,5,1,25300,0
9300.0,7.09,47300,0.365750528541226,3,0,17300,0
11200.0,7.877,54700,0.451553930530165,5,1,24700,0
10400.0,7.562,51800,0.420849420849421,4,1,21800,0
8200.0,6.621,42900,0.300699300699301,2,0,12900,0
11000.0,7.783,53800,0.442379182156134,5,1,23800,0
9500.0,7.144,47800,0.372384937238494,4,0,17800,0
6900.0,6.044,37500,0.2,1,0,7500,0
8600.0,6.769,44300,0.322799097065463,3,0,14300,0
9700.0,7.24,48700,0.383983572895277,4,0,18700,0
11400.0,7.977,55700,0.461400359066427,5,1,25700,0
10400.0,7.555,51700,0.41972920696325,4,1,21700,0
7100.0,6.155,38500,0.220779220779221,1,0,8500,0
7700.0,6.408,40900,0.266503667481663,2,0,10900,0
9900.0,7.32,49500,0.393939393939394,4,0,19500,0
9500.0,7.147,47900,0.373695198329854,4,0,17900,0
7700.0,6.411,40900,0.266503667481663,2,0,10900,0
9200.0,7.05,46900,0.360341151385928,3,0,16900,0
10300.0,7.501,51200,0.4140625,4,1,21200,0
9600.0,7.204,48400,0.380165289256198,4,0,18400,0
7600.0,6.334,40200,0.253731343283582,2,0,10200,0
21700.0,12.342,96700,0.68976215098242,15,3,66700,0
9000.0,6.953,46000,0.347826086956522,3,0,16000,0
9200.0,7.043,46900,0.360341151385928,3,0,16900,0
11600.0,8.051,56400,0.468085106382979,5,1,26400,0
9400.0,7.108,47500,0.368421052631579,3,0,17500,0
8300.0,6.66,43300,0.30715935334873,2,0,13300,0
8900.0,6.907,45600,0.342105263157895,3,0,15600,0
6600.0,5.924,36300,0.173553719008264,1,0,6300,0
11600.0,8.065,56500,0.469026548672566,5,1,26500,0
8400.0,6.709,43700,0.31350114416476,3,0,13700,0
8100.0,6.579,42500,0.294117647058824,2,0,12500,0
9100.0,7.001,46500,0.354838709677419,3,0,16500,0
8800.0,6.87,45300,0.337748344370861,3,0,15300,0
12000.0,8.233,58100,0.483648881239243,6,1,28100,0
8600.0,6.784,44400,0.324324324324324,3,0,14400,0
10200.0,7.471,50900,0.410609037328094,4,1,20900,0
10400.0,7.542,51600,0.418604651162791,4,1,21600,0
9500.0,7.147,47900,0.373695198329854,4,0,17900,0
8500.0,6.722,43900,0.316628701594533,3,0,13900,0
10300.0,7.489,51100,0.412915851272016,4,1,21100,0
10200.0,7.461,50800,0.409448818897638,4,1,20800,0
10600.0,7.637,52500,0.428571428571429,5,1,22500,0
9800.0,7.304,49300,0.391480730223124,4,0,19300,0
12700.0,8.532,60900,0.507389162561576,6,1,30900,0
9100.0,7.005,46500,0.354838709677419,3,0,16500,0
8500.0,6.745,44100,0.319727891156463,3,0,14100,0
8700.0,6.84,45000,0.333333333333333,3,0,15000,0
9900.0,7.317,49500,0.393939393939394,4,0,19500,0
9500.0,7.167,48000,0.375,4,0,18000,0
10600.0,7.635,52500,0.428571428571429,5,1,22500,0
11400.0,7.983,55700,0.461400359066427,5,1,25700,0
9200.0,7.031,46800,0.358974358974359,3,0,16800,0
9000.0,6.936,45900,0.34640522875817,3,0,15900,0
8400.0,6.688,43500,0.310344827586207,3,0,13500,0
10100.0,7.425,50500,0.405940594059406,4,1,20500,0
10200.0,7.452,50700,0.408284023668639,4,1,20700,0
11200.0,7.892,54900,0.453551912568306,5,1,24900,0
8800.0,6.853,45100,0.334811529933481,3,0,15100,0
8900.0,6.897,45500,0.340659340659341,3,0,15500,0
11300.0,7.933,55200,0.456521739130435,5,1,25200,0
9700.0,7.24,48700,0.383983572895277,4,0,18700,0
11700.0,8.084,56700,0.470899470899471,6,1,26700,0
9100.0,6.981,46300,0.352051835853132,3,0,16300,0
11200.0,7.874,54700,0.451553930530165,5,1,24700,0
9500.0,7.18,48200,0.377593360995851,4,0,18200,0
9900.0,7.33,49600,0.395161290322581,4,0,19600,0
10100.0,7.404,50300,0.403578528827038,4,1,20300,0
9400.0,7.135,47700,0.371069182389937,3,0,17700,0
10400.0,7.555,51700,0.41972920696325,4,1,21700,0
9400.0,7.134,47700,0.371069182389937,3,0,17700,0
9400.0,7.107,47500,0.368421052631579,3,0,17500,0
17900.0,10.744,81700,0.632802937576499,11,2,51700,0
10800.0,7.729,53300,0.437148217636023,5,1,23300,0
9700.0,7.258,48900,0.386503067484663,4,0,18900,0
9000.0,6.966,46100,0.349240780911063,3,0,16100,0
9900.0,7.345,49700,0.396378269617706,4,0,19700,0
9600.0,7.192,48300,0.37888198757764,4,0,18300,0
8300.0,6.673,43400,0.308755760368664,3,0,13400,0
9900.0,7.336,49600,0.395161290322581,4,0,19600,0
8500.0,6.748,44100,0.319727891156463,3,0,14100,0
9200.0,7.016,46600,0.356223175965665,3,0,16600,0
8800.0,6.876,45300,0.337748344370861,3,0,15300,0
8400.0,6.7,43600,0.311926605504587,3,0,13600,0
9300.0,7.081,47200,0.364406779661017,3,0,17200,0
11000.0,7.782,53800,0.442379182156134,5,1,23800,0
8400.0,6.7,43700,0.31350114416476,3,0,13700,0
8400.0,6.71,43700,0.31350114416476,3,0,13700,0
8600.0,6.773,44300,0.322799097065463,3,0,14300,0
7800.0,6.436,41200,0.271844660194175,2,0,11200,0
11800.0,8.129,57100,0.474605954465849,6,1,27100,0
9800.0,7.275,49100,0.389002036659878,4,0,19100,0
10000.0,7.394,50200,0.402390438247012,4,1,20200,0
10500.0,7.582,51900,0.421965317919075,4,1,21900,0
9400.0,7.105,47500,0.368421052631579,3,0,17500,0
10100.0,7.403,50300,0.403578528827038,4,1,20300,0
9500.0,7.161,48000,0.375,4,0,18000,0
8400.0,6.71,43700,0.31350114416476,3,0,13700,0
9400.0,7.113,47500,0.368421052631579,3,0,17500,0
10700.0,7.656,52600,0.429657794676806,5,1,22600,0
8500.0,6.731,43900,0.316628701594533,3,0,13900,0
8600.0,6.775,44300,0.322799097065463,3,0,14300,0
9600.0,7.22,48500,0.381443298969072,4,0,18500,0
8800.0,6.85,45100,0.334811529933481,3,0,15100,0
6300.0,5.816,35300,0.15014164305949,1,0,5300,0
7700.0,6.385,40700,0.262899262899263,2,0,10700,0
9400.0,7.122,47600,0.369747899159664,3,0,17600,0
10200.0,7.475,50900,0.410609037328094,4,1,20900,0
8100.0,6.558,42300,0.290780141843972,2,0,12300,0
9800.0,7.293,49200,0.390243902439024,4,0,19200,0
9300.0,7.073,47200,0.364406779661017,3,0,17200,0
9700.0,7.26,48900,0.386503067484663,4,0,18900,0
8700.0,6.811,44700,0.328859060402685,3,0,14700,0
9200.0,7.036,46800,0.358974358974359,3,0,16800,0
8100.0,6.553,42300,0.290780141843972,2,0,12300,0
7700.0,6.392,40700,0.262899262899263,2,0,10700,0
9400.0,7.108,47500,0.368421052631579,3,0,17500,0
9400.0,7.11,47500,0.368421052631579,3,0,17500,0
9400.0,7.134,47700,0.371069182389937,3,0,17700,0
10700.0,7.683,52900,0.43289224952741,5,1,22900,0
8500.0,6.748,44100,0.319727891156463,3,0,14100,0
10200.0,7.47,50900,0.410609037328094,4,1,20900,0
8700.0,6.833,44900,0.33184855233853,3,0,14900,0
10900.0,7.765,53700,0.441340782122905,5,1,23700,0
9400.0,7.116,47600,0.369747899159664,3,0,17600,0
10800.0,7.727,53300,0.437148217636023,5,1,23300,0
11600.0,8.063,56500,0.469026548672566,5,1,26500,0
9600.0,7.22,48500,0.381443298969072,4,0,18500,0
7600.0,6.344,40300,0.255583126550869,2,0,10300,0
9700.0,7.262,48900,0.386503067484663,4,0,18900,0
9400.0,7.1,47400,0.367088607594937,3,0,17400,0
8100.0,6.552,42300,0.290780141843972,2,0,12300,0
9500.0,7.145,47800,0.372384937238494,4,0,17800,0
9300.0,7.092,47300,0.365750528541226,3,0,17300,0
8900.0,6.927,45800,0.344978165938865,3,0,15800,0
12000.0,8.225,58000,0.482758620689655,6,1,28000,0
9600.0,7.211,48500,0.381443298969072,4,0,18500,0
10900.0,7.774,53800,0.442379182156134,5,1,23800,0
10400.0,7.524,51400,0.416342412451362,4,1,21400,0
10400.0,7.536,51500,0.41747572815534,4,1,21500,0
10800.0,7.705,53100,0.435028248587571,5,1,23100,0
8500.0,6.72,43800,0.315068493150685,3,0,13800,0
10000.0,7.361,49900,0.398797595190381,4,0,19900,0
7200.0,6.176,38700,0.224806201550388,1,0,8700,0
7700.0,6.39,40700,0.262899262899263,2,0,10700,0
9600.0,7.212,48500,0.381443298969072,4,0,18500,0
9400.0,7.133,47700,0.371069182389937,3,0,17700,0
8900.0,6.903,45600,0.342105263157895,3,0,15600,0
9400.0,7.108,47500,0.368421052631579,3,0,17500,0
8300.0,6.667,43300,0.30715935334873,3,0,13300,0
7500.0,6.324,40100,0.251870324189526,2,0,10100,0
9800.0,7.272,49000,0.387755102040816,4,0,19000,0
8700.0,6.811,44700,0.328859060402685,3,0,14700,0
11000.0,7.821,54200,0.44649446494465,5,1,24200,0
9600.0,7.191,48300,0.37888198757764,4,0,18300,0
9100.0,6.997,46400,0.353448275862069,3,0,16400,0
8000.0,6.543,42200,0.289099526066351,2,0,12200,0
10200.0,7.452,50700,0.408284023668639,4,1,20700,0
9500.0,7.165,48000,0.375,4,0,18000,0
9000.0,6.942,45900,0.34640522875817,3,0,15900,0
9500.0,7.153,47900,0.373695198329854,4,0,17900,0
10800.0,7.7,53100,0.435028248587571,5,1,23100,0
10900.0,7.77,53700,0.441340782122905,5,1,23700,0
9200.0,7.018,46600,0.356223175965665,3,0,16600,0
10500.0,7.585,52000,0.423076923076923,4,1,22000,0
8800.0,6.868,45200,0.336283185840708,3,0,15200,0
11000.0,7.797,54000,0.444444444444444,5,1,24000,0
9000.0,6.939,45900,0.34640522875817,3,0,15900,0
10800.0,7.7,53100,0.435028248587571,5,1,23100,0
9500.0,7.18,48200,0.377593360995851,4,0,18200,0
8300.0,6.636,43000,0.302325581395349,2,0,13000,0
10800.0,7.736,53400,0.438202247191011,5,1,23400,0
10700.0,7.658,52700,0.430740037950664,5,1,22700,0
9400.0,7.129,47700,0.371069182389937,3,0,17700,0
10500.0,7.577,51900,0.421965317919075,4,1,21900,0
11600.0,8.044,56300,0.467140319715808,5,1,26300,0
9200.0,7.049,46900,0.360341151385928,3,0,16900,0
9900.0,7.346,49700,0.396378269617706,4,0,19700,0
9200.0,7.024,46700,0.357601713062099,3,0,16700,0
8800.0,6.853,45100,0.334811529933481,3,0,15100,0
11800.0,8.144,57200,0.475524475524476,6,1,27200,0
11800.0,8.148,57300,0.476439790575916,6,1,27300,0
8000.0,6.544,42200,0.289099526066351,2,0,12200,0
8700.0,6.824,44800,0.330357142857143,3,0,14800,0
9400.0,7.1,47400,0.367088607594937,3,0,17400,0
7700.0,6.4,40800,0.264705882352941,2,0,10800,0
9400.0,7.114,47500,0.368421052631579,3,0,17500,0
9400.0,7.106,47500,0.368421052631579,3,0,17500,0
10400.0,7.537,51500,0.41747572815534,4,1,21500,0
9300.0,7.076,47200,0.364406779661017,3,0,17200,0
9500.0,7.142,47800,0.372384937238494,4,0,17800,0
8900.0,6.929,45800,0.344978165938865,3,0,15800,0
11000.0,7.8,54000,0.444444444444444,5,1,24000,0
8000.0,6.53,42000,0.285714285714286,2,0,12000,0
9100.0,6.983,46300,0.352051835853132,3,0,16300,0
8200.0,6.625,42900,0.300699300699301,2,0,12900,0
8600.0,6.801,44600,0.327354260089686,3,0,14600,0
9700.0,7.232,48700,0.383983572895277,4,0,18700,0
9500.0,7.179,48200,0.377593360995851,4,0,18200,0
11300.0,7.915,55100,0.455535390199637,5,1,25100,0
9200.0,7.035,46800,0.358974358974359,3,0,16800,0
9300.0,7.071,47100,0.363057324840764,3,0,17100,0
9000.0,6.948,46000,0.347826086956522,3,0,16000,0
8000.0,6.538,42100,0.287410926365796,2,0,12100,0
10500.0,7.579,51900,0.421965317919075,4,1,21900,0
7800.0,6.426,41100,0.27007299270073,2,0,11100,0
10900.0,7.741,53400,0.438202247191011,5,1,23400,0
9800.0,7.308,49400,0.392712550607287,4,0,19400,0
8800.0,6.877,45300,0.337748344370861,3,0,15300,0
9500.0,7.175,48100,0.376299376299376,4,0,18100,0
8700.0,6.811,44700,0.328859060402685,3,0,14700,0
10400.0,7.536,51500,0.41747572815534,4,1,21500,0
10200.0,7.446,50700,0.408284023668639,4,1,20700,0
9800.0,7.288,49200,0.390243902439024,4,0,19200,0
9400.0,7.11,47500,0.368421052631579,3,0,17500,0
9700.0,7.269,49000,0.387755102040816,4,0,19000,0
10700.0,7.689,53000,0.433962264150943,5,1,23000,0
6700.0,5.973,36800,0.184782608695652,1,0,6800,0
7700.0,6.385,40700,0.262899262899263,2,0,10700,0
10200.0,7.47,50900,0.410609037328094,4,1,20900,0
8700.0,6.838,44900,0.33184855233853,3,0,14900,0
9700.0,7.246,48800,0.385245901639344,4,0,18800,0
9200.0,7.019,46600,0.356223175965665,3,0,16600,0
10100.0,7.432,50500,0.405940594059406,4,1,20500,0
10000.0,7.371,50000,0.4,4,0,20000,0
9000.0,6.941,45900,0.34640522875817,3,0,15900,0
10100.0,7.406,50300,0.403578528827038,4,1,20300,0
18900.0,11.138,85400,0.648711943793911,12,2,55400,0
8100.0,6.583,42500,0.294117647058824,2,0,12500,0
9400.0,7.129,47700,0.371069182389937,3,0,17700,0
10500.0,7.596,52100,0.424184261036468,4,1,22100,0
9700.0,7.261,48900,0.386503067484663,4,0,18900,0
11200.0,7.871,54700,0.451553930530165,5,1,24700,0
9700.0,7.24,48700,0.383983572895277,4,0,18700,0
9600.0,7.224,48600,0.382716049382716,4,0,18600,0
9200.0,7.056,47000,0.361702127659575,3,0,17000,0
7200.0,6.182,38800,0.22680412371134,1,0,8800,0
10200.0,7.445,50700,0.408284023668639,4,1,20700,0
9800.0,7.306,49400,0.392712550607287,4,0,19400,0
9900.0,7.331,49600,0.395161290322581,4,0,19600,0
11100.0,7.824,54200,0.44649446494465,5,1,24200,0
9900.0,7.316,49400,0.392712550607287,4,0,19400,0
7500.0,6.316,40000,0.25,2,0,10000,0
9600.0,7.192,48300,0.37888198757764,4,0,18300,0
6600.0,5.932,36400,0.175824175824176,1,0,6400,0
11000.0,7.796,54000,0.444444444444444,5,1,24000,0
9300.0,7.058,47000,0.361702127659575,3,0,17000,0
8900.0,6.918,45700,0.343544857768053,3,0,15700,0
9500.0,7.166,48000,0.375,4,0,18000,0
11100.0,7.851,54500,0.44954128440367,5,1,24500,0
10600.0,7.64,52500,0.428571428571429,5,1,22500,0
8900.0,6.89,45400,0.33920704845815,3,0,15400,0
9700.0,7.237,48700,0.383983572895277,4,0,18700,0
9600.0,7.216,48500,0.381443298969072,4,0,18500,0
10500.0,7.593,52000,0.423076923076923,4,1,22000,0
9500.0,7.176,48100,0.376299376299376,4,0,18100,0
9600.0,7.194,48300,0.37888198757764,4,0,18300,0
9700.0,7.265,49000,0.387755102040816,4,0,19000,0
7200.0,6.193,38900,0.22879177377892,1,0,8900,0
12400.0,8.384,59500,0.495798319327731,6,1,29500,0
10700.0,7.689,53000,0.433962264150943,5,1,23000,0
9700.0,7.242,48700,0.383983572895277,4,0,18700,0
10900.0,7.755,53600,0.440298507462687,5,1,23600,0
10200.0,7.473,50900,0.410609037328094,4,1,20900,0
8100.0,6.566,42400,0.292452830188679,2,0,12400,0
10800.0,7.717,53200,0.43609022556391,5,1,23200,0
9300.0,7.083,47300,0.365750528541226,3,0,17300,0
9100.0,7.012,46600,0.356223175965665,3,0,16600,0
9900.0,7.342,49700,0.396378269617706,4,0,19700,0
11700.0,8.099,56800,0.471830985915493,6,1,26800,0
9200.0,7.033,46800,0.358974358974359,3,0,16800,0
10000.0,7.39,50100,0.401197604790419,4,1,20100,0
10900.0,7.779,53800,0.442379182156134,5,1,23800,0
8100.0,6.548,42200,0.289099526066351,2,0,12200,0
8200.0,6.605,42800,0.299065420560748,2,0,12800,0
9800.0,7.308,49400,0.392712550607287,4,0,19400,0
9800.0,7.305,49300,0.391480730223124,4,0,19300,0
8300.0,6.672,43400,0.308755760368664,3,0,13400,0
8700.0,6.818,44800,0.330357142857143,3,0,14800,0
7400.0,6.271,39600,0.242424242424242,2,0,9600,0
18100.0,10.819,82400,0.635922330097087,11,2,52400,0
8500.0,6.748,44100,0.319727891156463,3,0,14100,0
11300.0,7.94,55300,0.45750452079566,5,1,25300,0
8400.0,6.69,43600,0.311926605504587,3,0,13600,0
10700.0,7.681,52900,0.43289224952741,5,1,22900,0
9300.0,7.085,47300,0.365750528541226,3,0,17300,0
9000.0,6.948,46000,0.347826086956522,3,0,16000,0
10200.0,7.447,50700,0.408284023668639,4,1,20700,0
10400.0,7.552,51700,0.41972920696325,4,1,21700,0
9800.0,7.27,49000,0.387755102040816,4,0,19000,0
10500.0,7.576,51900,0.421965317919075,4,1,21900,0
8800.0,6.852,45100,0.334811529933481,3,0,15100,0
10500.0,7.587,52000,0.423076923076923,4,1,22000,0
9800.0,7.307,49400,0.392712550607287,4,0,19400,0
11700.0,8.084,56700,0.470899470899471,6,1,26700,0
10000.0,7.375,50000,0.4,4,0,20000,0
9000.0,6.931,45800,0.344978165938865,3,0,15800,0
12000.0,8.241,58100,0.483648881239243,6,1,28100,0
10900.0,7.738,53400,0.438202247191011,5,1,23400,0
9200.0,7.026,46700,0.357601713062099,3,0,16700,0
9200.0,7.033,46800,0.358974358974359,3,0,16800,0
8000.0,6.523,42000,0.285714285714286,2,0,12000,0
10800.0,7.712,53200,0.43609022556391,5,1,23200,0
9600.0,7.222,48600,0.382716049382716,4,0,18600,0
8200.0,6.604,42700,0.297423887587822,2,0,12700,0
10100.0,7.433,50500,0.405940594059406,4,1,20500,0
9700.0,7.26,48900,0.386503067484663,4,0,18900,0
10000.0,7.371,50000,0.4,4,0,20000,0
10700.0,7.666,52700,0.430740037950664,5,1,22700,0
10400.0,7.526,51400,0.416342412451362,4,1,21400,0
8600.0,6.77,44300,0.322799097065463,3,0,14300,0
9600.0,7.194,48300,0.37888198757764,4,0,18300,0
9800.0,7.274,49000,0.387755102040816,4,0,19000,0
10500.0,7.604,52200,0.425287356321839,4,1,22200,0
10500.0,7.587,52000,0.423076923076923,4,1,22000,0
8400.0,6.699,43600,0.311926605504587,3,0,13600,0
9200.0,7.023,46700,0.357601713062099,3,0,16700,0
9600.0,7.189,48300,0.37888198757764,4,0,18300,0
10400.0,7.539,51500,0.41747572815534,4,1,21500,0
10200.0,7.466,50900,0.410609037328094,4,1,20900,0
9800.0,7.301,49300,0.391480730223124,4,0,19300,0
8900.0,6.895,45500,0.340659340659341,3,0,15500,0
8300.0,6.641,43100,0.303944315545244,2,0,13100,0
10900.0,7.753,53600,0.440298507462687,5,1,23600,0
8500.0,6.721,43800,0.315068493150685,3,0,13800,0
10800.0,7.694,53000,0.433962264150943,5,1,23000,0
10800.0,7.696,53000,0.433962264150943,5,1,23000,0
8100.0,6.584,42600,0.295774647887324,2,0,12600,0
10600.0,7.629,52400,0.427480916030534,5,1,22400,0
10300.0,7.51,51300,0.415204678362573,4,1,21300,0
10100.0,7.438,50600,0.407114624505929,4,1,20600,0
9900.0,7.339,49700,0.396378269617706,4,0,19700,0
9700.0,7.228,48600,0.382716049382716,4,0,18600,0
8000.0,6.53,42000,0.285714285714286,2,0,12000,0
9300.0,7.056,47000,0.361702127659575,3,0,17000,0
9200.0,7.054,47000,0.361702127659575,3,0,17000,0
9500.0,7.142,47800,0.372384937238494,4,0,17800,0
9500.0,7.159,48000,0.375,4,0,18000,0
9400.0,7.137,47800,0.372384937238494,3,0,17800,0
9300.0,7.097,47400,0.367088607594937,3,0,17400,0
10100.0,7.42,50400,0.404761904761905,4,1,20400,0
8000.0,6.544,42200,0.289099526066351,2,0,12200,0
7400.0,6.278,39700,0.244332493702771,2,0,9700,0
8700.0,6.836,44900,0.33184855233853,3,0,14900,0
8200.0,6.614,42800,0.299065420560748,2,0,12800,0
8600.0,6.783,44400,0.324324324324324,3,0,14400,0
7400.0,6.259,39500,0.240506329113924,2,0,9500,0
9300.0,7.089,47300,0.365750528541226,3,0,17300,0
10100.0,7.418,50400,0.404761904761905,4,1,20400,0
9900.0,7.336,49600,0.395161290322581,4,0,19600,0
10800.0,7.708,53100,0.435028248587571,5,1,23100,0
10700.0,7.686,52900,0.43289224952741,5,1,22900,0
9300.0,7.075,47200,0.364406779661017,3,0,17200,0
9600.0,7.216,48500,0.381443298969072,4,0,18500,0
7800.0,6.445,41200,0.271844660194175,2,0,11200,0
8900.0,6.889,45400,0.33920704845815,3,0,15400,0
8600.0,6.781,44400,0.324324324324324,3,0,14400,0
8300.0,6.638,43100,0.303944315545244,2,0,13100,0
11200.0,7.901,55000,0.454545454545455,5,1,25000,0
9100.0,6.997,46400,0.353448275862069,3,0,16400,0
8100.0,6.564,42400,0.292452830188679,2,0,12400,0
9800.0,7.277,49100,0.389002036659878,4,0,19100,0
9900.0,7.316,49400,0.392712550607287,4,0,19400,0
9900.0,7.312,49400,0.392712550607287,4,0,19400,0
18000.0,10.771,82000,0.634146341463415,11,2,52000,0
10000.0,7.395,50200,0.402390438247012,4,1,20200,0
10500.0,7.602,52100,0.424184261036468,4,1,22100,0
8900.0,6.924,45800,0.344978165938865,3,0,15800,0
11800.0,8.136,57200,0.475524475524476,6,1,27200,0
8000.0,6.52,42000,0.285714285714286,2,0,12000,0
10100.0,7.423,50500,0.405940594059406,4,1,20500,0
8400.0,6.682,43500,0.310344827586207,3,0,13500,0
8800.0,6.861,45200,0.336283185840708,3,0,15200,0
12000.0,8.24,58100,0.483648881239243,6,1,28100,0
10600.0,7.615,52300,0.426386233269599,5,1,22300,0
9300.0,7.093,47300,0.365750528541226,3,0,17300,0
10900.0,7.759,53600,0.440298507462687,5,1,23600,0
7500.0,6.297,39900,0.24812030075188,2,0,9900,0
8300.0,6.662,43300,0.30715935334873,2,0,13300,0
7400.0,6.25,39400,0.238578680203046,2,0,9400,0
9500.0,7.175,48100,0.376299376299376,4,0,18100,0
8700.0,6.807,44700,0.328859060402685,3,0,14700,0
8200.0,6.623,42900,0.300699300699301,2,0,12900,0
10100.0,7.42,50400,0.404761904761905,4,1,20400,0
9600.0,7.219,48500,0.381443298969072,4,0,18500,0
9400.0,7.121,47600,0.369747899159664,3,0,17600,0
